Cik,Ticker,MultipleTickers,CompanyName
"1610074",,,"GLP Financing II, Inc."
"797574",,,"GNB FINANCIAL SERVICES INC"
"1582982","MTBC","MTBC","MEDICAL TRANSCRIPTION BILLING, CORP"
"1594136",,,"GS Mortgage Securities Trust 2014-GC18"
"1601744",,,"GS Mortgage Securities Trust 2014-GC20"
"1607865",,,"GS Mortgage Securities Trust 2014-GC22"
"1617957",,,"GS Mortgage Securities Trust 2014-GC24"
"1622765",,,"GS Mortgage Securities Trust 2014-GC26"
"1627611",,,"Devago, Inc."
"1610680",,,"Dinoco Oil, Inc"
"1505155","UPLD","UPLD","Upland Software, Inc."
"1597131",,,"Glori Energy Inc."
"1500435","GPRO","GPRO","GoPro, Inc."
"1614806","AJX","AJX","Great Ajax Corp."
"1512138","GBSN","GBSN","Great Basin Scientific, Inc."
"1600626",,,"Griffin Capital Essential Asset REIT II, Inc."
"1609336",,,"Griffin-Benefit Street Partners BDC Corp."
"1428336","HQY","HQY","HEALTHEQUITY INC"
"1585101",,,"HINES GLOBAL REIT II, INC."
"1372299","HSGX","HSGX","HISTOGENICS CORP"
"1404655","HUBS","HUBS","HUBSPOT INC"
"1617977","HABT","HABT","Habit Restaurants, Inc."
"1606498","HYH","HYH","Halyard Health, Inc."
"1604446",,,"Harley-Davidson Motorcycle Trust 2014-1"
"1598924",,,"Image Chain Group Limited, Inc."
"1598665","HRTG","HRTG","Heritage Insurance Holdings, Inc."
"1610940",,,"ETF Managers Group Commodity Trust I"
"1370637","ETSY","ETSY","ETSY INC"
"1610532","HDP","HDP","Hortonworks, Inc."
"1615063","INSE","INSE,INSEW","Inspired Entertainment, Inc."
"1597811",,,"Hyundai Auto Receivables Trust 2014-A"
"1604862",,,"Hyundai Auto Receivables Trust 2014-B"
"1610950","INCR","INCR","INC Research Holdings, Inc."
"1281895","ITEK","ITEK","INOTEK PHARMACEUTICALS CORP"
"1164255",,,"INTERFACE SECURITY SYSTEMS HOLDINGS INC"
"1592057","EVA","EVA","Enviva Partners, LP"
"1325618","IRMD","IRMD","IRADIMED CORP"
"1635626","EQFN","EQFN","Equitable Financial Corp."
"1437786","IMDZ","IMDZ","Immune Design Corp."
"1328015","IMPR","IMPR","Imprivata Inc"
"1537028","ICD","ICD","Independence Contract Drilling, Inc."
"1572565",,,"Indoor Harvest Corp"
"1506401","HIFR","HIFR","InfraREIT, Inc."
"1619954","INOV","INOV","Inovalon Holdings, Inc."
"1271214","XENT","XENT","Intersect ENT, Inc."
"1602658","ISTR","ISTR","Investar Holding Corp"
"1501134","NVTA","NVTA","Invitae Corp"
"1607484",,,"J.P. Morgan Chase Commercial Mortgage Securities Trust 2014-"
"857501",,,"JACOBS FINANCIAL GROUP, INC."
"1302350","JMP","JMP","JMP GROUP LLC"
"1612630","JYNT","JYNT","JOINT Corp"
"1523404","JPEP","JPEP","JP Energy Partners LP"
"1597339",,,"JPMBB Commercial Mortgage Securities Trust 2014-C18"
"1604119",,,"JPMBB Commercial Mortgage Securities Trust 2014-C19"
"1610796",,,"JPMBB Commercial Mortgage Securities Trust 2014-C21"
"1614033",,,"JPMBB Commercial Mortgage Securities Trust 2014-C22"
"1618150",,,"JPMBB Commercial Mortgage Securities Trust 2014-C23"
"1621379",,,"JPMBB Commercial Mortgage Securities Trust 2014-C24"
"1622413",,,"JPMBB Commercial Mortgage Securities Trust 2014-C25"
"1625123",,,"JPMBB Commercial Mortgage Securities Trust 2014-C26"
"1597892",,,"JRSIS HEALTH CARE Corp"
"1620459",,,"James River Group Holdings, Ltd."
"1622893","JMG","JMG","Journal Media Group, Inc."
"1594864","JUNO","JUNO","Juno Therapeutics, Inc."
"1580673",,,"KBS Strategic Opportunity REIT II, Inc."
"1617898","KLXI","KLXI","KLX Inc."
"1510580","KITE","KITE","Kite Pharma, Inc."
"1615153","FENX","FENX","Fenix Parts, Inc."
"1602706",,,"LONGBAU GROUP INC"
"1615346","LMRK","LMRK","Landmark Infrastructure Partners LP"
"1611983","LBRDA","LBRDA,LBRDK","Liberty Broadband Corp"
"1606745","LTRPA","LTRPA,LTRPB","Liberty TripAdvisor Holdings, Inc."
"1563756",,,"Lightstone Value Plus Real Estate Investment Trust III, Inc."
"1590364","FTAI","FTAI","Fortress Transportation & Infrastructure Investors LLC"
"1581720","LOXO","LOXO","Loxo Oncology, Inc."
"1536394",,,"Luxurious Travel Corp."
"1267813","MRNS","MRNS","MARINUS PHARMACEUTICALS INC"
"1596448",,,"MAXIMA GROUP INC."
"1617291",,,"MB Bancorp Inc"
"1630212",,,"GLOBAL TECHNOLOGIES CORP"
"1611110","MDLY","MDLY","MEDLEY MANAGEMENT INC."
"1470099","MOBL","MOBL","MOBILEIRON, INC."
"1602381",,,"MOMENTOUS ENTERTAINMENT GROUP INC"
"1623877",,,"Gen3Bio, Inc."
"1591165","MDVX","MDVX,MDVXW","Medovex Corp."
"1599222",,,"Memorial Resource Development Corp."
"1628739",,,"Global Holding International"
"1604054",,,"Mercedes-Benz Auto Lease Trust 2014-A"
"1612226",,,"Mercedes-Benz Auto Receivables Trust 2014-1"
"1616817","MPG","MPG","Metaldyne Performance Group Inc."
"1593936","MIK","MIK","Michaels Companies, Inc."
"1609711","GDDY","GDDY","GoDaddy Inc."
"1616736",,,"Gogo Baby, Inc."
"1598646","NERV","NERV","Minerva Neurosciences, Inc."
"1572694","GSBD","GSBD","Goldman Sachs BDC, Inc."
"1550053",,,"Grand Perfecta, Inc."
"1623028",,,"Owl Valley Acquisition Corp"
"1600823",,,"Morgan Stanley Bank of America Merrill Lynch Trust 2014-C15"
"1557340",,,"Green Meadow Products, Inc."
"1606442",,,"Morgan Stanley Bank of America Merrill Lynch Trust 2014-C16"
"1612124",,,"Morgan Stanley Bank of America Merrill Lynch Trust 2014-C17"
"1617760",,,"Morgan Stanley Bank of America Merrill Lynch Trust 2014-C18"
"1623916",,,"Morgan Stanley Bank of America Merrill Lynch Trust 2014-C19"
"1552700",,,"WisdomTree Coal Fund"
"1326706",,,"NanoVibronix, Inc."
"1609951","NCOM","NCOM","National Commerce Corp"
"1607401",,,"Navient Student Loan Trust 2014-1"
"1613762",,,"Navient Student Loan Trust 2014-2"
"1613763",,,"Navient Student Loan Trust 2014-3"
"1613764",,,"Navient Student Loan Trust 2014-4"
"1613765",,,"Navient Student Loan Trust 2014-5"
"1613766",,,"Navient Student Loan Trust 2014-6"
"1613767",,,"Navient Student Loan Trust 2014-7"
"1623518",,,"Navient Student Loan Trust 2014-8"
"1617667","NEFF","NEFF","Neff Corp"
"1618835","NEOT","NEOT","Neothetics, Inc."
"1104462",,,"New Century Resources Corp"
"1610114","SNR","SNR","New Senior Investment Group Inc."
"1587987","NEWT","NEWT","Newtek Business Services Corp."
"1588272",,,"NexPoint Capital, Inc."
"1603145","NEP","NEP","NextEra Energy Partners, LP"
"1597503","NSAM","NSAM","NorthStar Asset Management Group Inc."
"1393434","OCUL","OCUL","OCULAR THERAPEUTIX, INC"
"1169987","HTGM","HTGM","HTG MOLECULAR DIAGNOSTICS, INC"
"1611702","OMAM","OMAM","OM Asset Management plc"
"1612720","HRMN","HRMN,HRMNU,HRMNW","Harmony Merger Corp."
"1467845",,,"Kashin, Inc."
"1623019",,,"USA Capital Management Inc."
"1420811","ONDK","ONDK","On Deck Capital, Inc."
"1493566","OTIC","OTIC","Otonomy, Inc."
"1594590",,,"PARAGON OFFSHORE PLC"
"1627811",,,"IEG Holdings Corp"
"1610758",,,"PC Nextco Finance, Inc."
"1610754",,,"PC Nextco Holdings, LLC"
"1096132",,,"PETRONE WORLDWIDE, INC."
"1613859","PRAH","PRAH","PRA Health Sciences, Inc."
"1359931","PRTO","PRTO","PROTEON THERAPEUTICS INC"
"1606909",,,"Pangaea Logistics Solutions Ltd."
"1605607","PGRE","PGRE","Paramount Group, Inc."
"1594466","PE","PE","Parsley Energy, Inc."
"1609065",,,"Pathfinder Bancorp, Inc."
"1619917","PN","PN","Patriot National, Inc."
"1606355",,,"Mercury New Holdco, Inc."
"1478121",,,"Pfenex Inc."
"1601347",,,"Pilgrim Bancshares, Inc."
"1591096",,,"Presbia PLC"
"1587476",,,"Principal Solar, Inc."
"1597672","RYAM","RYAM","RAYONIER ADVANCED MATERIALS INC."
"1585608","JAGX","JAGX","Jaguar Animal Health, Inc."
"1622353",,,"Jernigan Capital, Inc."
"1589094","NAME","NAME","RIGHTSIDE GROUP, LTD."
"1389067",,,"ROADSHIPS HOLDINGS, INC."
"1434647","KMPH","KMPH","KEMPHARM, INC"
"1599385",,,"RX Safes, Inc."
"1603494",,,"PeerLogix, Inc."
"1623016",,,"Redwood Valley Acquisition Corp"
"1621221",,,"KNIGHT KNOX DEVELOPMENT CORP."
"1579910","RESN","RESN","Resonant Inc"
"1618756","QSR","QSR","Restaurant Brands International Inc."
"1618755",,,"Restaurant Brands International Limited Partnership"
"1620928","RMP","RMP","Rice Midstream Partners LP"
"1472343","ROKA","ROKA","Roka BioScience, Inc."
"1481582","RYI","RYI","Ryerson Holding Corp"
"1606069",,,"SATYA WORLDWIDE, INC."
"1266806","EYES","EYES","SECOND SIGHT MEDICAL PRODUCTS INC"
"1428875","SERV","SERV","SERVICEMASTER GLOBAL HOLDINGS INC"
"1609880",,,"MITU Resources Inc."
"1590750","SGNL","SGNL","SIGNAL GENETICS, INC."
"1608269",,,"SINO MERCURY ACQUISITION CORP."
"1619870",,,"Tianhe Union Holdings Ltd."
"1594688",,,"SLM Student Loan Trust 2014-1"
"1599033",,,"SLM Student Loan Trust 2014-2"
"1567900",,,"BLACKBOXSTOCKS INC."
"1631001",,,"LUMIOX, INC."
"1619558",,,"MYECHECK, INC."
"1619312",,,"Lightstone Real Estate Income Trust Inc."
"1538990","STOR","STOR","STORE CAPITAL Corp"
"1598981",,,"Safety Quick Lighting & Fans Corp."
"1597553","SAGE","SAGE","Sage Therapeutics, Inc."
"1548691",,,"Samson Resources Corp"
"1595239",,,"Santander Drive Auto Receivables Trust 2014-1"
"1603779",,,"Santander Drive Auto Receivables Trust 2014-2"
"1609220",,,"Santander Drive Auto Receivables Trust 2014-3"
"1616997",,,"Santander Drive Auto Receivables Trust 2014-4"
"1622117",,,"Santander Drive Auto Receivables Trust 2014-5"
"1620533","SHAK","SHAK","Shake Shack Inc."
"1610466","SHLX","SHLX","Shell Midstream Partners, L.P."
"1551693","SIEN","SIEN","Sientra, Inc."
"1563407","SFS","SFS","Smart & Final Stores, Inc."
"1606268","SPKE","SPKE","Spark Energy, Inc."
"1609351","ONCE","ONCE","Spark Therapeutics, Inc."
"1605674",,,"Stallion Synergies, Inc"
"1610793","SNC","SNC","State National Companies, Inc."
"1575428",,,"Strategic Storage Growth Trust, Inc."
"1585854","SEMI","SEMI","SunEdison Semiconductor Ltd"
"1600422",,,"Superior Drilling Products, Inc."
"1616101","SSRG","SSRG","Symmetry Surgical Inc."
"1601712","SYF","SYF","Synchrony Financial"
"1492674","TTOO","TTOO","T2 Biosystems, Inc."
"1088213",,,"Nano Mask, Inc."
"1603480",,,"TCW Direct Lending LLC"
"1635261",,,"MSB FINANCIAL CORP"
"1612252",,,"ANDES 1 INC."
"726513","TRCO","TRCO","TRIBUNE MEDIA CO"
"1094651",,,"TRIMAX CORP"
"1600774",,,"TRIUMPH VENTURES CORP"
"1371285","TRUP","TRUP","TRUPANION INC."
"1449278","TUBE","TUBE","TUBEMOGUL INC"
"1022097","TRBD","TRBD","TURBODYNE TECHNOLOGIES, INC"
"1615780",,,"Teardroppers, Inc."
"1599947","TERP","TERP","TerraForm Power, Inc."
"1608298",,,"Terrapin 3 Acquisition Corp"
"1598428","TMST","TMST","TimkenSteel Corp"
"1404281","TKAI","TKAI","Tokai Pharmaceuticals Inc"
"1499832","TSQ","TSQ","Townsquare Media, Inc."
"1611231","MXPT","MXPT","MaxPoint Interactive, Inc."
"1601715",,,"Toyota Auto Receivables 2014-A Owner Trust"
"1609379",,,"Toyota Auto Receivables 2014-B Owner Trust"
"1621121",,,"Toyota Auto Receivables 2014-C Owner Trust"
"1394319","TCON","TCON","Tracon Pharmaceuticals, Inc."
"1607250","RIGP","RIGP","Transocean Partners LLC"
"1424755","TVPT","TVPT","Travelport Worldwide LTD"
"1624985",,,"TriMax Consulting, Inc."
"1593195","TRNC","TRNC","tronc, Inc."
"1519061","TSE","TSE","Trinseo S.A."
"1539638","TBK","TBK","Triumph Bancorp, Inc."
"1327318",TRUE,TRUE,"TrueCar, Inc."
"1574969",,,"Microphase Corp"
"1591330",,,"UNITED DEVELOPMENT FUNDING INCOME FUND V"
"1615222",,,"Moody National REIT II, Inc."
"1623613","MYL","MYL","Mylan N.V."
"1178049",,,"USAA ACCEPTANCE LLC"
"1611742",,,"ON THE MOVE Corp"
"1600943",,,"USAA Auto Owner Trust 2014-1"
"1610682","USDP","USDP","USD Partners LP"
"1599414",,,"PurpleReal.com Corp."
"1412232","VWR","VWR","VWR Corp"
"1601548","VEC","VEC","Vectrus, Inc."
"1501570","VBTX","VBTX","Veritex Holdings, Inc."
"1599489","VRTV","VRTV","Veritiv Corp"
"1616495",,,"Viatar CTC Solutions Inc."
"1622491",,,"NIMTECH CORP"
"1602065","VNOM","VNOM","Viper Energy Partners LP"
"1486640",,,"NL One Corp"
"1614436","VA","VA","Virgin America Inc."
"1157602","VTAE","VTAE","Vitae Pharmaceuticals, Inc"
"1607716","VSLR","VSLR","Vivint Solar, Inc."
"1598397",,,"Volkswagen Auto Lease Trust 2014-A"
"1604133",,,"Volkswagen Auto Loan Enhanced Trust 2014-1"
"1620346",,,"Volkswagen Auto Loan Enhanced Trust 2014-2"
"1540723",,,"WFB Funding, LLC"
"1613685",,,"NUTS & BOLTS INTERNATIONAL, INC."
"1601617",,,"WFRBS Commercial Mortgage Trust 2014-C19"
"1603578",,,"WFRBS Commercial Mortgage Trust 2014-C20"
"1609671",,,"WFRBS Commercial Mortgage Trust 2014-C21"
"1616666",,,"WFRBS Commercial Mortgage Trust 2014-C22"
"1618713",,,"WFRBS Commercial Mortgage Trust 2014-C23"
"1621466",,,"WFRBS Commercial Mortgage Trust 2014-C24"
"1623838",,,"WFRBS Commercial Mortgage Trust 2014-C25"
"1596958",,,"WFRBS Commercial Mortgage Trust 2014-LC14"
"1618563","NSA","NSA","National Storage Affiliates Trust"
"1604416","NXEO","NXEO,NXEOU","Nexeo Solutions, Inc."
"1445305","WK","WK","WORKIVA INC"
"1592592",,,"WORLDS MALL INC"
"1620602",,,"Warner Chilcott Ltd"
"1616707","W","W","Wayfair Inc."
"1603923","WFT","WFT","Weatherford International plc"
"1620393","NXRT","NXRT","NexPoint Residential Trust, Inc."
"1607641",,,"Wells Fargo Commercial Mortgage Trust 2014-LC16"
"1626941",,,"Wells Fargo Commercial Mortgage Trust 2014-LC18"
"1616093",,,"Wells Fargo Real Estate Investment Corp."
"1604665","WLKP","WLKP","Westlake Chemical Partners LP"
"1634443",,,"Axis Research & Technologies, Inc. (Delaware)"
"1603671",,,"NorthStar/RXR New York Metro Income, Inc."
"1605131",,,"World Omni Auto Receivables Trust 2014-A"
"1622764",,,"World Omni Auto Receivables Trust 2014-B"
"1618509",,,"World Omni Automobile Lease Securitization Trust 2014-A"
"1616000","XHR","XHR","Xenia Hotels & Resorts, Inc."
"1582313","XENE","XENE","Xenon Pharmaceuticals Inc."
"1161315","YDLE","YDLE","YODLEE INC"
"1374690","ZFGN","ZFGN","ZAFGEN, INC."
"1459266","ZSPH","ZSPH","ZS Pharma, Inc."
"1463172","ZEN","ZEN","Zendesk, Inc."
"1587221","ZSAN","ZSAN","Zosano Pharma Corp"
"1293818","OPGN","OPGN,OPGNW","OPGEN INC"
"1620749",,,"PANAMERA HEALTHCARE Corp"
"1604082",,,"PETRICHOR CORP."
"1612851",,,"Palayan Resources, Inc."
"1629210","PZG","PZG","Paramount Gold Nevada Corp."
"1592058","PRTY","PRTY","Party City Holdco Inc."
"1610789",,,"Sea Valley Acquisition Corp"
"1628175",,,"Pinkbrick Holdings Inc."
"1615368",,,"Radius Bancorp Inc."
"1625703",,,"Potomac Holding LLC"
"1635840","PVBC","PVBC","Provident Bancorp, Inc."
"1634423",,,"Randolph Acquisitions, Inc."
"1561164",,,"QualityTech, LP"
"1592411",,,"RERAISE GAMING CORP"
"1631282",,,"DATASEA INC."
"1634421",,,"OGL Holdings Ltd."
"1613809",,,"Rosewood Resources, Inc."
"1608109",,,"Tyco International plc"
"1622767",,,"SIRRUS CORP."
"1587285",,,"SOMO, INC."
"1116112","NSOL","NSOL","US FUEL CORP"
"1586452",,,"SUNRISE TOURS, INC."
"1602949",,,"Vidara Therapeutics International Public Ltd Co"
"1419612","SEDG","SEDG","SolarEdge Technologies Inc"
"1610607",,,"Spirit International, Inc."
"1619087","STDY","STDY","SteadyMed Ltd."
"1610839",,,"Winter Valley Acquisition Corp"
"1621563","SUM","SUM","Summit Materials, Inc."
"1427580",,,"Synergetics, Inc."
"1622676",,,"TAXUS PHARMACEUTICALS HOLDINGS, INC."
"1478535",,,"ABBY INC."
"1625095",,,"TODEX CORP."
"1605810",,,"Uni Line Corp."
"1622536","TLN","TLN","Talen Energy Corp"
"1622537",,,"Talen Energy Holdings, Inc."
"1633651","TEGP","TEGP","Tallgrass Energy GP, LP"
"1628468",,,"Tapioca Corp"
"1628104",,,"TeleHealthCare, Inc."
"1577134",,,"Terra Income Fund 6, Inc."
"1584480",,,"UpperSolution.com"
"1618921","WBA","WBA","Walgreens Boots Alliance, Inc."
"1607678","VKTX","VKTX","Viking Therapeutics, Inc."
"1592386","VIRT","VIRT","Virtu Financial, Inc."
"1632276",,,"Vortronnix Technologies, Inc."
"934739",,,"WELLS FINANCIAL CORP"
"1634424",,,"White Grotto Acquisition Corp"
"1626878","XBIT","XBIT","XBiotech Inc."
"1634422",,,"Yellow Grotto Acquisition Corp"
"1617640","ZG","ZG,Z","ZILLOW GROUP, INC."
"1339970",,,"aTYR PHARMA INC"
"1023298",,,"alpha-En Corp"
"1433195","APPF","APPF","APPFOLIO INC"
"1622577","ARWA","ARWA","Arowana Inc."
"823546",,,"B4MC GOLD MINES INC"
"1630805","BW","BW","Babcock & Wilcox Enterprises, Inc."
"1627014","BKFS","BKFS","Black Knight Financial Services, Inc."
"1634293",,,"Exceed World, Inc."
"1637197",,,"CHEETAH ENTERPRISES, INC."
"1637558","CNXC","CNXC","CNX Coal Resources LP"
"1621199",,,"COSTO INC."
"1626745",,,"CRYPTO-SERVICES, INC."
"1632127","CABO","CABO","Cable One, Inc."
"1635863",,,"Caesars Growth Properties Holdings, LLC"
"1627223","CC","CC","Chemours Co"
"1629995","CPGX","CPGX","Columbia Pipeline Group, Inc."
"1632933","EQGP","EQGP","EQT GP Holdings, LP"
"1639669","ELECU","ELECU,ELEC","Electrum Special Acquisition Corp"
"1623919","GI","GI","EndoChoice Holdings, Inc."
"1628908","EVH","EVH","Evolent Health, Inc."
"1447599","FIT","FIT","FITBIT INC"
"1635282","GPIA","GPIA,GPIAU,GPIAW","GP Investments Acquisition Corp."
"1630176",,,"GREY CLOAK TECH INC."
"1635718","GCI","GCI","Gannett Co., Inc."
"1496264",,,"Hudson Pacific Properties, L.P."
"1636315",,,"Kite Realty Group, L.P."
"1637459","KHC","KHC","Kraft Heinz Co"
"1604627",,,"Kush Bottles, Inc."
"1521036","LNTH","LNTH","Lantheus Holdings, Inc."
"1630113",,,"BIOTRICITY INC."
"1458962","MB","MB","MINDBODY, Inc."
"1554923",,,"Aina Le'a Inc."
"1514888",,,"EXPERIENCE ART & DESIGN, INC."
"820380",,,"INTERNATIONAL AUTOMATED SYSTEMS INC"
"1615169",,,"Karnet Capital Corp."
"1498284",,,"WTTJ CORP"
"1637757",,,"NRG YIELD LLC"
"1626199","NVLS","NVLS","Nivalis Therapeutics, Inc."
"73605","OKRG","OKRG","OAKRIDGE HOLDINGS INC"
"1634291",,,"Opulent Acquisition, Inc."
"1633917","PYPL","PYPL","PayPal Holdings, Inc."
"1617798","PTXP","PTXP","PennTex Midstream Partners, LP"
"1591615",,,"Poverty Dignified, Inc."
"1630430",,,"Remove-By-You, Inc."
"1614502",,,"Resource Innovation Office REIT, Inc."
"1624982",,,"SWEETS & TREATS INC."
"1609809","MCRB","MCRB","Seres Therapeutics, Inc."
"1552189",,,"Exactus, Inc."
"1494319","UNVR","UNVR","Univar Inc."
"1636023","WRK","WRK","WestRock Co"
"1636222","WING","WING","Wingstop Inc."
"1102414",,,"Westport Energy Holdings Inc."
"1580167",,,"AccuShares Trust I"
"1631463",,,"Barrel Energy Inc."
"1627487","FOGO","FOGO","Fogo de Chao, Inc."
"1635650","GPP","GPP","Green Plains Partners LP"
"1393020","IVTY","IVTY","Invuity, Inc."
"1629665",,,"M & A Holding Corp."
"1460702","RTTR","RTTR","RITTER PHARMACEUTICALS INC"
"1635607",,,"Scor International Foods, Inc."
"1477449","TDOC","TDOC","Teladoc, Inc."
"1617669",,,"Unique Fabricating, Inc."
"1635748",,,"Uvic Inc."
"859747",,,"1PM Industries"
"1632121",,,"Balance Labs, Inc."
"1620546","BXLT","BXLT","Baxalta Inc"
"1454789","CATB","CATB","CATABASIS PHARMACEUTICALS INC"
"1631569","CHCT","CHCT","Community Healthcare Trust Inc"
"1192448","GKOS","GKOS","GLAUKOS Corp"
"1647705",,,"Global Boatworks Holdings, Inc."
"1629261","LTEA","LTEA","Long Island Iced Tea Corp."
"1604821","NTRA","NTRA","Natera, Inc."
"1637761","SPNE","SPNE","SeaSpine Holdings Corp"
"1459200","ALRM","ALRM","Alarm.com Holdings, Inc."
"1633858",,,"Audax Credit BDC Inc."
"1609989","BUFF","BUFF","Blue Buffalo Pet Products, Inc."
"1305773","CFMS","CFMS","ConforMIS Inc"
"1633336",,,"Crescent Capital BDC, Inc."
"1532079",,,"Cynapsus Therapeutics Inc."
"844887","DHCC","DHCC","DIAMONDHEAD CASINO CORP"
"1443799","GNRT","GNRT","Gener8 Maritime, Inc."
"1011395","GSPH","GSPH","Geospatial Corp"
"1634052",,,"Headstart Holdings, Inc."
"1089473","VTIV","VTIV","INVENTIV HEALTH INC"
"1624826",,,"MPM Holdings Inc."
"1636286","PUB","PUB","People's Utah Bancorp"
"1628063","SRG","SRG","Seritage Growth Properties"
"1622244",,,"PUNTO GROUP, CORP."
"1628871",,,"Tempus Applied Solutions Holdings, Inc."
"1528234",,,"ABC Records Management & Data Storage Inc."
"1342505",,,"ACCELLENT INC"
"933425",,,"ACCREDITED BUSINESS CONSOLIDATORS CORP."
"1119046",,,"ADVANCED TECHNOLOGIES GROUP LTD"
"1419073",,,"AFH HOLDING V, INC"
"1419069",,,"AFH HOLDING VI, INC."
"1419067",,,"AFH HOLDING VII, INC."
"1406980",,,"AFH Holding III, Inc."
"1406979",,,"AFH Holding IV, Inc."
"823544",,,"ALL GRADE MINING, INC."
"1016546","ALTI","ALTI","ALTAIR NANOTECHNOLOGIES INC"
"1326679",,,"AMALGAMATED PICTURES CORP."
"890975",,,"AMERICAN HONDA RECEIVABLES LLC"
"1321502",,,"ANDAIN, INC."
"1144326",,,"APPVION, INC."
"882289","AHG","AHG","APRIA HEALTHCARE GROUP INC"
"225051","ARDNA","ARDNA","ARDEN GROUP INC"
"1100969","ASIA","ASIA","ASIAINFO-LINKAGE, INC"
"1415813",,,"ASIARIM CORP"
"1123647","ATPG","ATPG","ATP OIL & GAS CORP"
"1466827",,,"AVICENNA GLOBAL CORP."
"1092492","AXST","AXST","AXESSTEL INC"
"1555560",,,"AZURE HOLDING GROUP CORP."
"1160420",,,"Adia Nutrition, Inc."
"1515156","ADES","ADES","Advanced Emissions Solutions, Inc."
"22872","CHCR","CHCR","COMPREHENSIVE CARE CORP"
"1331427",,,"AgFeed Industries, Inc."
"1546491",,,"Ally Central Originating Lease Trust"
"1545208",,,"American Realty Capital Trust IV, Inc."
"216593",,,"Aperture Health, Inc."
"1387361",,,"Apple REIT Eight, Inc."
"1329011",,,"Apple REIT Seven, Inc."
"1515324",,,"Ares Dynamic Credit Allocation Fund, Inc."
"1572280",,,"Ares Multi-Strategy Credit Fund, Inc."
"1416299",,,"Avatar Ventures Corp."
"1370238",,,"BA Credit Card Funding, LLC"
"936988",,,"BA Master Credit Card Trust II"
"1122063",,,"FTE Networks, Inc."
"810084","BJCT","BJCT","BIOJECT MEDICAL TECHNOLOGIES INC"
"1443062","BMTL","BMTL","BIOMEDICAL TECHNOLOGY SOLUTIONS HOLDINGS INC"
"1058767",,,"BIOMODA INC/NM"
"1169717","ADRA","ADRA,ADRD,ADRE,ADRU","BLDRS INDEX FUNDS TRUST"
"1310291",,,"BLUE WATER VENTURES INTERNATIONAL INC"
"1551423",,,"Barclays Bank Delaware"
"1551964",,,"Barclays Dryrock Funding LLC"
"1410012",,,"Baron Energy Inc."
"1429775","LPS","LPS","Black Knight InfoServ, LLC"
"1160798",,,"C2E ENERGY, INC."
"913443","CAMH","CAMH","CAMBRIDGE HEART INC"
"16614","CAFI","CAFI","CAMCO FINANCIAL CORP"
"319643",,,"CANADIAN DERIVATIVES CLEARING CORP"
"1162387",,,"CAPITAL ONE FUNDING, LLC"
"922869",,,"CAPITAL ONE MASTER TRUST"
"840264","CBC","CBC","CAPITOL BANCORP LTD"
"1259380",,,"CARMAX AUTO FUNDING LLC"
"740156",,,"CENTURY PROPERTIES GROWTH FUND XXII"
"1539429",,,"CHC Helicopter S.A."
"845379",,,"CHINA FUND INC"
"1115252",,,"CNH CAPITAL RECEIVABLES LLC"
"1093942",,,"CO & PA 1999D Limited Partnership"
"1018005","CWTR","CWTR","COLDWATER CREEK INC"
"1145404","CRTX","CRTX","CORNERSTONE THERAPEUTICS INC"
"1250873",,,"CORPORATE PROPERTY ASSOCIATES 16 GLOBAL INC"
"25793","ATX","ATX","COSTA INC"
"1360474",,,"CRC Health CORP"
"808377",,,"CRI HOTEL INCOME PARTNERS L P"
"1561326",,,"California Republic Funding LLC"
"703339",,,"Capital Group Holdings, Inc."
"1324759","CERP","CERP","Cereplast Inc"
"1418134",,,"China Power Equipment, Inc."
"1425923",,,"Cole Real Estate Investments, Inc."
"1323653","CCIX","CCIX","Coleman Cable, Inc."
"1127358",,,"Colorado 2000B Limited Partnership"
"1127360",,,"Colorado 2000C Limited Partnership"
"1127362",,,"Colorado 2000D Limited Partnership"
"1156221",,,"Colorado 2001A Limited Partnership"
"1224923",,,"Colorado 2002A Limited Partnership"
"1471420","STK","STK","Columbia Seligman Premium Technology Growth Fund, Inc."
"1435717",,,"DECOR PRODUCTS INTERNATIONAL, INC."
"1013454",,,"DEUTSCHE MORTGAGE & ASSET RECEIVING CORP"
"894327",,,"DISCOVER BANK"
"1493927",,,"DT Acceptance Corp"
"30822","DRCO","DRCO","DYNAMICS RESEARCH CORP"
"934448","DGIT","DGIT","Digital Generation, Inc."
"1396838",,,"Dolan Co."
"1503710",,,"DriveTime Sales & Finance Company, LLC"
"928375",,,"Dutch Gold Resources Inc"
"1301206",,,"ECOTALITY, INC."
"1106848",,,"EGPI FIRECREEK, INC."
"1499618",,,"ENERGY TODAY, INC."
"1440280",,,"EXTREME BIODIESEL, INC."
"1031999",,,"Eastern 1996D Limited Partnership"
"1042582",,,"Eastern 1997D Limited Partnership"
"1080504",,,"Eastern 1998D Limited Partnership"
"1429373",,,"Eastern Resources, Inc."
"1452763",,,"Encore Brands, Inc."
"1579550",,,"Engage Eco Solutions, Inc."
"1438673",,,"Evergreen-Agra, Inc."
"1335002",,,"Exobox Technologies Corp."
"1136463",,,"FIRST CORP /CN/"
"356708","FRGB","FRGB","FIRST REGIONAL BANCORP"
"1403275",,,"FIRST TRUST DIVIDEND & INCOME FUND"
"1291334",,,"FIRST TRUST ENHANCED EQUITY INCOME FUND"
